body,positive,negative,neutral,rated,comment_id,video_id,date
"Wait isn't this part 2 go check out her channel to see part 3,!!!!! And let's try to get this video to 100,000000000000000,10,0000000000000  yes that might sound crazy but I'll do a part 3 on my channel!",0,0,1,1,UgwMjzSrCXuLB4YFpEN4AaABAg,5NbhJ2fFGco,2019-10-24T19:34:22Z
I hate trump,0,0,1,1,UgzRbIcI4fQXcS-5guZ4AaABAg,5NbhJ2fFGco,2019-10-23T10:34:56Z
I'm ten and I hate homework..,0,0,1,1,UgxIOSW8W7yPKkkn3_Z4AaABAg,5NbhJ2fFGco,2019-11-12T20:22:55Z
You got 1.6mil likes,0,0,1,1,UgySv0CXisatPoATGot4AaABAg,5NbhJ2fFGco,2019-10-30T19:46:17Z
It’s at 1.6 million wow,0,0,1,1,UgyUIwXaGSpLZ0CROpV4AaABAg,5NbhJ2fFGco,2019-10-29T15:45:55Z
I will like it in end to see what I like,0,0,1,1,Ugz5MACTIxo6Ibw4Wct4AaABAg,5NbhJ2fFGco,2019-10-14T20:12:04Z
Omg I thought this was a new vid LMAO,0,0,1,1,UgxPCtHoA60n4qBcTf54AaABAg,5NbhJ2fFGco,2019-10-25T14:44:21Z
I am so glad you understand me,1,0,0,1,UgyEfewpyiGVa2hyFll4AaABAg,5NbhJ2fFGco,2019-11-16T01:41:57Z
I always hated the doctor. I never liked it. Not even as a little kid.,0,0,1,1,UgwCTsYPoEFsBT0fmZp4AaABAg,5NbhJ2fFGco,2019-11-13T22:20:36Z
It’s at 1.6 million likes omg,0,0,1,1,UgwDcuK8SVFeNWufSOR4AaABAg,5NbhJ2fFGco,2019-11-05T06:52:36Z
The teen then is like pre teen now,0,0,1,1,UgwrGzLhmKxTZCUUs4N4AaABAg,5NbhJ2fFGco,2019-10-19T20:29:53Z
You are so funny,1,0,0,1,Ugzk_7J_4GJTHMGLaQd4AaABAg,5NbhJ2fFGco,2019-10-20T04:21:59Z
Who waching in 2019,0,0,1,1,Ugw1jiFB3OUkRlXkrtJ4AaABAg,5NbhJ2fFGco,2019-10-15T23:41:08Z
"The last digit of your like is what you are:
1. Confident
2. Smart
3. Polite
4. Outgoing 
5. Too honest (no offence)
6. Loyal
7. Positive 
8. Curious 
9. Cool
0. Beautiful/ handsome 
Side note: 2019 anyone 💖",0,0,1,1,Ugws4BWZnl9q-U92L1h4AaABAg,5NbhJ2fFGco,2019-10-19T13:48:39Z
Y am i here in 2019 🤣,0,0,1,1,Ugx0r7g8d7xc5weEdtx4AaABAg,5NbhJ2fFGco,2019-10-15T04:36:59Z
I like avas youtube,0,0,1,1,UgyOXlv5XiBq02gmcHV4AaABAg,5NbhJ2fFGco,2019-10-20T04:11:47Z
Me to,0,0,1,1,Ugz6vo5lnWQm7ZH9v-t4AaABAg,5NbhJ2fFGco,2019-10-21T02:15:03Z
What ever happened to middle school you... *”worst years of your life”*,0,0,1,1,UgwIorWAMonCiHNmaD94AaABAg,5NbhJ2fFGco,2019-10-20T21:10:11Z
I am nine years old and I love this show,1,0,0,1,UgwnUsQGdTyR4snSGqt4AaABAg,5NbhJ2fFGco,2019-10-17T09:19:58Z
Um I’m almost in 2020 anyone else prolly not....,0,0,1,1,UgwNFBDw-9MfC6e8TZR4AaABAg,5NbhJ2fFGco,2019-10-14T23:59:32Z
8:32 griffindor!! Also great video!keep going!!,1,0,0,1,Ugyv2NelOZ13kkew69F4AaABAg,5NbhJ2fFGco,2019-10-20T18:41:35Z
Chipotle without me HOW EVIL,0,0,1,1,UgwggsC7w0XGqSfWPpx4AaABAg,5NbhJ2fFGco,2019-10-15T02:13:25Z
HOW WACH IN 2019 OCT 19,0,0,1,1,UgyoAHpG2dj-1HCk7_J4AaABAg,5NbhJ2fFGco,2019-10-19T02:32:05Z
this vid was so hilarious,1,0,0,1,UgxM0FN4yn0dgJ1eqtx4AaABAg,5NbhJ2fFGco,2019-10-18T00:51:28Z
It got 1.6 million likes,0,0,1,1,Ugxkan5kcU6yBgYHkop4AaABAg,5NbhJ2fFGco,2019-10-17T23:29:56Z
Omg that was sooooo cute,1,0,0,1,UgzDO0grBNJ3BQTVe9B4AaABAg,5NbhJ2fFGco,2019-10-17T23:09:50Z
Anyone watching this 2019 October?? I thought this was new xD,0,0,1,1,UgwsFmNzQZVJyYgeIYx4AaABAg,5NbhJ2fFGco,2019-10-17T08:00:38Z
This vid is at 1.6 million likes,0,0,1,1,Ugw9dmCvSXPvyt4qGSF4AaABAg,5NbhJ2fFGco,2019-10-16T22:30:14Z
Ava your my fav youtuber your very pretty and im a girl not a boy there is a boy i hate and his name is carter and he kill's lady bug's and i hate when he does that ughhhhh his so annoying!!!!!!!!!!,1,0,0,1,UgzbyN9tHBIG1QEpbDx4AaABAg,5NbhJ2fFGco,2019-10-15T22:21:26Z
Both of them are soo pretty,1,0,0,1,UgzGRMkImc4DP75GK714AaABAg,5NbhJ2fFGco,2019-10-20T09:08:54Z
eva i never watch your vid i am new but i see you in brent channle,0,0,1,1,UgyHthd3dxO1G2T3lZt4AaABAg,5NbhJ2fFGco,2019-10-11T20:43:58Z
Wow she sooooo famus,1,0,0,1,Ugw9xXUZncmz6Mqx4wl4AaABAg,5NbhJ2fFGco,2019-10-08T01:27:18Z
1.6 mill,0,0,1,1,UgxZmZS0MlBCr9cWtqx4AaABAg,5NbhJ2fFGco,2019-10-13T17:42:39Z
Lets get 1.6M likes,0,0,1,1,UgydnH7yKiuyuF7XwjB4AaABAg,5NbhJ2fFGco,2019-10-10T03:10:32Z
does anyone miss these kind of videos? when everybody did collabs together.,1,0,0,1,UgzawVFgw62kJOTb6TV4AaABAg,5NbhJ2fFGco,2019-10-09T15:55:06Z
A good book and a cenction for us,0,0,1,1,UgysCxZdn3qcv1PcHsx4AaABAg,5NbhJ2fFGco,2019-10-14T12:31:18Z
Any one from 2019?? No just me?? Ok,0,0,1,1,UgzfueM-RsBJf-M-58B4AaABAg,5NbhJ2fFGco,2019-10-10T01:36:36Z
2019 anyone,0,0,1,1,UgyLxMYN11p2EZx2h9J4AaABAg,5NbhJ2fFGco,2019-10-05T11:24:47Z
“I got to color” 😂,0,0,1,1,UgwDpmGu0ExtX5BMNaB4AaABAg,5NbhJ2fFGco,2019-10-13T14:08:04Z
2019! Lol love your videos,1,0,0,1,UgxT9LL7IGifEB9ndbZ4AaABAg,5NbhJ2fFGco,2019-10-08T21:34:17Z
I'm in 2019,0,0,1,1,UgwgxNOtUgERw1j3poN4AaABAg,5NbhJ2fFGco,2019-10-05T04:10:30Z
It is 1.6,0,0,1,1,UgwmFqjpo9uxndjBFkl4AaABAg,5NbhJ2fFGco,2019-10-12T00:13:40Z
we have 1.6m likes,0,0,1,1,UgyK2OaI0-ugCCot8k14AaABAg,5NbhJ2fFGco,2019-10-13T12:39:07Z
😂,0,0,0,1,UgzCWc_LdqFqQ8zlhb54AaABAg,5NbhJ2fFGco,2019-10-13T16:37:14Z
Lol Eva’s face at 6:38,0,0,1,1,Ugx4NuWEcEGHg5AuiCZ4AaABAg,5NbhJ2fFGco,2019-10-09T00:58:59Z
I love those Shel Silverstein books!!! They WERE PRACTICALLY my childhood!,0,0,1,1,UgyX9BJqI4q0wTDB_hZ4AaABAg,5NbhJ2fFGco,2019-10-11T18:53:31Z
"2019 anyone?


Like is for #breva",1,0,0,1,Ugxd4H0BOWlnL47uwRV4AaABAg,5NbhJ2fFGco,2019-09-10T03:59:56Z
yay its at 1.6 million likes,1,0,0,1,UgyqARpwOrfAsOGroWt4AaABAg,5NbhJ2fFGco,2019-10-01T21:21:17Z
2019 ❤️❤️❤️ 1.6 mill,1,0,0,1,UgzDAD10wYcXnpT-oqZ4AaABAg,5NbhJ2fFGco,2019-09-25T04:22:55Z
At 7.10 it says picking clothes but she did not show any thing,0,0,1,1,UgyyVQf6upTGWLeEoOx4AaABAg,5NbhJ2fFGco,2019-09-15T03:22:13Z
Are you guys sisters?,0,0,1,1,UgxqBKj3XTWaRAQKoNF4AaABAg,5NbhJ2fFGco,2019-09-25T05:12:23Z
Did you die your hair in the middle of the video,0,0,1,1,UgzOFL-PH7CDip-dxKZ4AaABAg,5NbhJ2fFGco,2019-09-20T19:05:53Z
"This is part 2


I thought this was new 2019",0,0,1,1,Ugycm6LsjrkHuhRFLgN4AaABAg,5NbhJ2fFGco,2019-10-03T23:01:09Z
Love ur channel!,1,0,0,1,UgxpsHdb8e3ssaZjcfl4AaABAg,5NbhJ2fFGco,2019-09-29T15:33:51Z
"All the haters are the ones that dissed u Eva 


Haters gotta hate",0,0,1,1,UgxN9ydEZUhceVix8XB4AaABAg,5NbhJ2fFGco,2019-09-09T05:45:58Z
When the girl was on the skateboard she was holding keys so childish LOL XD,0,0,1,1,UgyqBixn-z7GecKiQAd4AaABAg,5NbhJ2fFGco,2019-09-12T22:58:14Z
There was a mistake at the end... Just pointing this out not hating!,0,0,1,1,UgwV8Ji9wrx3ekYFK654AaABAg,5NbhJ2fFGco,2019-09-28T13:08:33Z
she look like Vanessa Merrel,0,0,1,1,Ugwf1o6HpX-RIqNrqsN4AaABAg,5NbhJ2fFGco,2019-09-10T13:21:59Z
I really really really like that oh and say that one more time see you suckers,0,0,1,1,UgwaRUL7B-FXe-hnNwh4AaABAg,5NbhJ2fFGco,2019-10-03T00:44:29Z
"You have gotten 1.6M likes..... also, om.. let’s get 500 likes on my comment :3",0,0,1,1,UgyEcJGZgmn5P3rgFm14AaABAg,5NbhJ2fFGco,2019-09-24T06:14:58Z
You coooooooooooool,1,0,0,1,UgwmrHJlHVaIHQumZZZ4AaABAg,5NbhJ2fFGco,2019-08-20T08:09:31Z
Yup still a child,0,0,1,1,UgwlBesyZIq97Yl97RN4AaABAg,5NbhJ2fFGco,2019-08-20T15:18:06Z
I love you so much ave,1,0,0,1,UgyMe75g5awosH7PC3x4AaABAg,5NbhJ2fFGco,2019-08-26T23:18:16Z
1.6million likes now,0,0,1,1,UgzG1zXw2d9azDKVegB4AaABAg,5NbhJ2fFGco,2019-08-25T16:12:25Z
I feel like the child and teenager clothers thingy r like the opposite,0,0,1,1,UgwSVnYo-kw1-rmwbB14AaABAg,5NbhJ2fFGco,2019-09-02T11:03:24Z
aNyoNe 2020?,0,0,1,1,UgyEVY8QyhhR1ZjVSlp4AaABAg,5NbhJ2fFGco,2019-09-03T06:08:40Z
God I miss this youtube era. The nostalgia... hURTS.,1,0,0,1,UgwW44POGhIlsXTKOEV4AaABAg,5NbhJ2fFGco,2019-08-27T19:19:23Z
Do you superwoman aka lilly singh.,0,0,1,1,Ugyzl_zfZZTJaOqxZUF4AaABAg,5NbhJ2fFGco,2019-09-03T08:14:37Z
"""Peace out, you'll find me at McDonalds""
Me: **Dying**",0,0,1,1,UgxJ_dUXPoK6p7whNml4AaABAg,5NbhJ2fFGco,2019-09-02T14:04:46Z
i  love  these  video,1,0,0,1,UgwTImaDtGsZe9iqk3V4AaABAg,5NbhJ2fFGco,2019-08-22T22:17:51Z
Hey Eva I love the control my life for a day with Brent please gave me a shout out my channel is liris de horan,0,0,1,1,UgxOzfWJ1nXlZV9xouN4AaABAg,5NbhJ2fFGco,2019-08-30T13:20:49Z
So funny,1,0,0,1,Ugy7SELm0kfcrSAZFut4AaABAg,5NbhJ2fFGco,2019-09-07T07:51:02Z
Please make more Eva I love you!,1,0,0,1,UgzT8V-T-etGrthvWCx4AaABAg,5NbhJ2fFGco,2019-08-24T03:37:21Z
1.6 million likes and its 2019,0,0,1,1,UgwZEJvVo3gV-DbKqYp4AaABAg,5NbhJ2fFGco,2019-09-03T19:47:10Z
Did she only say wow because you was lifewithEva,0,0,1,1,UgxGUjGhsH40A1c_jll4AaABAg,5NbhJ2fFGco,2019-08-30T21:06:28Z
Good job Ava u got 1.6 million likes 👏 👏 👏 👏 👏 👏,1,0,0,1,Ugzh2WPJnILzSKaflJt4AaABAg,5NbhJ2fFGco,2019-08-10T19:42:45Z
I still have 2 weeks of vacation and I'm watching these videos still,0,0,1,1,UgwopiQPftMU7V2IabV4AaABAg,5NbhJ2fFGco,2019-08-15T22:28:46Z
If my mom picks me up from school I don’t go back,0,0,1,1,UgyEbyHiY2Pt7nI3NC14AaABAg,5NbhJ2fFGco,2019-08-05T16:38:25Z
congrats next year will be 1.7 mill,0,0,1,1,UgwJzlRBvYUJtgjHw1p4AaABAg,5NbhJ2fFGco,2019-08-04T05:00:36Z
0:32 me screaming at my phone at 1AM,0,0,1,1,UgwjtZlBxiFwR3cBCZB4AaABAg,5NbhJ2fFGco,2019-08-03T04:03:20Z
Hello,0,0,1,1,Ugw8sWT-XSHlmYujfQl4AaABAg,5NbhJ2fFGco,2019-08-10T03:53:32Z
I love you!!!!!!!!!,1,0,0,1,UgxWM-Ht6lye6Letkb54AaABAg,5NbhJ2fFGco,2019-08-15T09:40:37Z
I'm literally crying 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,1,0,1,UgwfWxhSkZ9EMhcbf_94AaABAg,5NbhJ2fFGco,2019-08-13T17:25:00Z
"I love you eva
You always put a smile on my face👍👍👍",1,0,0,1,Ugyb2pKD5tTYJfV52R14AaABAg,5NbhJ2fFGco,2019-08-07T18:45:10Z
LOL EVA HAS 1.6M,0,0,1,1,Ugyzxzm555Yq2Wvgfpt4AaABAg,5NbhJ2fFGco,2019-08-07T06:06:20Z
You 1.6m likes now.,0,0,1,1,UgwnaRsFKJSkFijD21V4AaABAg,5NbhJ2fFGco,2019-08-04T02:13:31Z
U DIDN'T DO THE LAST ONE THE PICKING CLOTHES ONE >:( >:( :( :( >:) >:) :) :),0,0,1,1,UgyW9Vaq1ZxC5n7uA314AaABAg,5NbhJ2fFGco,2019-08-05T18:28:41Z
I think you got the picking outfits wrong,0,0,1,1,UgzPlxJt-XINOP1q4OB4AaABAg,5NbhJ2fFGco,2019-08-16T23:46:46Z
Anyone miss these oof,1,0,0,1,UgzU8APkW13mOT29hmB4AaABAg,5NbhJ2fFGco,2019-08-10T09:18:46Z
guys it hit 1.6m likes omg,0,0,1,1,UgzZNvQWLrHoX2M-mOh4AaABAg,5NbhJ2fFGco,2019-08-16T19:00:24Z
all the dislikes are triggered 7 year olds,0,0,1,1,UgzdcrEDBkuZOaAur-p4AaABAg,5NbhJ2fFGco,2019-08-09T18:30:58Z
Children are not like this,0,1,0,1,UgzQwEurJsQ0IWNCgql4AaABAg,5NbhJ2fFGco,2019-08-15T05:26:00Z
Its like i'm the teen when i'm only going into fifth grade,0,0,1,1,Ugx6FkDUcBI2A4DDMst4AaABAg,5NbhJ2fFGco,2019-07-30T08:10:57Z
😢,0,1,0,1,UgzfQQkJjGYTS8FzssF4AaABAg,lYEj9snU838,2020-05-28T19:59:23Z
Great jod,0,0,1,1,UgywvNp0tBnNRepf7oF4AaABAg,5NbhJ2fFGco,2019-07-30T14:26:15Z
20k dislikes ?,0,0,1,1,UgzcMCHiKmOjomXS1Dh4AaABAg,lYEj9snU838,2021-01-29T10:22:35Z
Aww poor kid,0,1,0,1,UgxLmGVOb4fuGj2xvep4AaABAg,lYEj9snU838,2020-12-21T01:34:39Z
This is sad,0,1,0,1,UgwQ48qkbLq1rtzQ7aF4AaABAg,lYEj9snU838,2020-04-28T19:41:16Z
bruh but it's fun to bully people sometimes,0,0,1,1,UgzzsZU9375YLk3Pq9J4AaABAg,lYEj9snU838,2021-01-27T18:29:01Z
Look at the dislikes,0,0,1,1,UgwheThKgDzQ7mA9B9J4AaABAg,lYEj9snU838,2020-08-15T22:43:21Z
Well I wish one of the videos of my bully story went viral but I’m not lucky I was bullied for being white.,0,0,1,1,UgyOJCuwzHwi0SICowh4AaABAg,lYEj9snU838,2020-08-17T00:23:22Z
Dats why dont be nerdy to not bullied,0,0,1,1,UgwaVghMHla7zRd7e-x4AaABAg,lYEj9snU838,2020-07-08T16:00:52Z
I also get bullied probably worse and I even had to switch schools,0,0,1,1,Ugz9X8cpVauRlMvDIYx4AaABAg,lYEj9snU838,2020-07-06T02:22:48Z
Later on it was also said that the kid in the video was a bully himself,0,0,1,1,UgwBfTNvqTbLIEJwHDh4AaABAg,lYEj9snU838,2020-03-13T22:00:31Z
Sooo ummm can I have alone time with the bullies,0,0,1,1,UgzxyYxxRV1uTjhEflR4AaABAg,lYEj9snU838,2020-04-23T06:57:09Z
Grow up i dont get bullied because i dont let them,0,1,0,1,Ugw5LVESnjX07C57wed4AaABAg,lYEj9snU838,2020-02-23T04:40:45Z
Kid its the world its not all flowers and rainbows so quit your crying,0,1,0,1,UgxyKmbHAwglExhbuWZ4AaABAg,lYEj9snU838,2019-10-19T18:37:31Z
He got bullied after he called students racist names. It doesn’t feel good when it happens to you huh?,0,0,1,1,Ugx9uy1UUgV0npoiJyB4AaABAg,lYEj9snU838,2020-01-29T17:51:59Z
I can be his friend.,0,0,1,1,Ugw6aYabZOaNIarIViV4AaABAg,lYEj9snU838,2019-11-19T16:00:48Z
His dad is a racist,0,1,0,1,Ugwi_ISc2sd-4fg2TB14AaABAg,lYEj9snU838,2020-02-23T06:50:57Z
I hate that flag there holding,0,1,0,1,UgzNNnqst2FAarK1feR4AaABAg,lYEj9snU838,2020-04-17T02:20:42Z
He was bullying people so they bullied him back. End of story,0,0,1,1,Ugy3PUWpNVvUSFcHDgZ4AaABAg,lYEj9snU838,2020-02-27T19:54:13Z
Angel don’t let them stop you 😀,1,0,0,1,UgyD-a538fYnk2watPN4AaABAg,lYEj9snU838,2019-09-14T01:10:18Z
that’s so sad I wish I could give this boy a hug 🥺,1,0,0,1,UgzrzAZo-_IS38tuvmJ4AaABAg,lYEj9snU838,2020-04-14T23:53:58Z
"She's racist let's be honest that flag, means there cool with slaves an having slaves.",0,1,0,1,UgwoxfryWqjjPwcWgex4AaABAg,lYEj9snU838,2019-11-28T10:09:21Z
God bless his soul I wish he had an Instagram or something I can contact him,0,0,1,1,UgzbOrRXr8JbBZHkFn14AaABAg,lYEj9snU838,2019-08-12T04:41:37Z
I was crying after watching it😭😭😭😭,0,0,1,1,UgykMN_hzKhwiRRLZVF4AaABAg,lYEj9snU838,2019-11-30T18:28:56Z
that boy is my friend,0,0,1,1,UgzoTi07TPMbhtt8e3x4AaABAg,lYEj9snU838,2019-08-10T03:55:50Z
"He Look like the Goonies 
*HEYYYY YOU GUYYYYYYYSSS*",0,1,0,1,UgzfRegPj3iAMhSwocR4AaABAg,lYEj9snU838,2018-12-17T17:51:33Z
😭,0,1,0,1,UgziW9xBYErHQLuydV14AaABAg,lYEj9snU838,2018-06-05T22:58:12Z
1 why do people donate to this kid why does he have a GoFundMe 2 the Confederate flag is racist,0,0,1,1,Ugy3UVYaXpD-z8p_F994AaABAg,lYEj9snU838,2019-04-02T23:31:15Z
Low iq regradless to attack this kid... Not a threat to you're existence what so ever...,0,0,1,1,UgyDD6aCq0xtEvMgMep4AaABAg,lYEj9snU838,2018-08-16T14:11:36Z
he is the cooles guy in the intirer  world,1,0,0,1,UgyF_ZLKHBsjkQmSROp4AaABAg,lYEj9snU838,2018-09-02T04:30:57Z
Please tell me how money will fix the problem :/,0,0,1,1,UgwwrCIkX7y_O-RKvyh4AaABAg,lYEj9snU838,2018-05-31T04:38:36Z
"If my brother was getting bullied, you know damn well I wouldn't let anyone get away with it.",0,0,1,1,UgzYufM_puWcvRehALp4AaABAg,lYEj9snU838,2018-05-26T06:32:18Z
Wtf,0,1,0,1,UgzmtWsJZznK0mJrZi54AaABAg,lYEj9snU838,2018-06-11T22:10:32Z
It's not okay 😂,0,1,0,1,UgwE0ZbrL0rJBSs42Ep4AaABAg,lYEj9snU838,2018-05-11T00:10:25Z
He a lil racist too that’s why he gets bullied,0,1,0,1,Ugy30KobQ9_2ACKC0FR4AaABAg,lYEj9snU838,2018-07-05T16:20:10Z
I would bully him I would say your a racist and leave it at that,0,1,0,1,UgzegeF-iLjixXQVxzB4AaABAg,lYEj9snU838,2018-09-25T01:54:36Z
"Surprisingly there's not that much bullying in my school, just that most kids like roasting their friends",0,0,1,1,UgwuSvlyZJeHi0i24Ct4AaABAg,lYEj9snU838,2018-07-03T05:44:15Z
It will be okay Keaton i was bullied too,0,0,1,1,Ugzd_tEmKEUH5As_SEt4AaABAg,lYEj9snU838,2018-06-15T04:03:00Z
Poor kid I've been there,0,0,1,1,Ugxiy8ofENShgHBKaCt4AaABAg,lYEj9snU838,2019-02-16T20:27:43Z
I will pray for you,0,0,1,1,Ugx_WTYcqDfFw_uLFUl4AaABAg,lYEj9snU838,2018-06-05T02:50:08Z
Ratio of likes to dislikes....,0,0,1,1,Ugz9OShf6BJ1C30A3gd4AaABAg,lYEj9snU838,2018-06-03T00:45:47Z
Stay strong,1,0,0,1,UgzkZpw66Mybhsr3DIJ4AaABAg,lYEj9snU838,2018-04-04T17:16:08Z
"Don’t listen to them, if they say you’re ugly, it’s not like the pretty and gorgeous... they just want to be popular.",0,0,1,1,UgwvmkWNM0rewUymWgt4AaABAg,lYEj9snU838,2018-02-18T22:29:38Z
Americans are soft,0,0,1,1,Ugw7kTrul1aO4l0kZY94AaABAg,lYEj9snU838,2018-03-14T16:53:39Z
ik those two other kids one is in my class,0,0,1,1,UgyEzKv1lUginDfZeq54AaABAg,lYEj9snU838,2018-03-03T04:16:59Z
Yeah beautiful and special and don't let anyone bring you down because you're better than them smarter than them❤️,1,0,0,1,UgyDJWWokpDEsSvR6Mh4AaABAg,lYEj9snU838,2018-04-19T05:00:50Z
"I generally felt sorry for the kid until he mentioned he was in middle school. Everyone in middle school is prepubescent and awkward, and *everyone* gets bullied! You don't deserve money for responding to a normal situation!",0,1,0,1,UgzUfE3jlG3pnerOhcl4AaABAg,lYEj9snU838,2018-02-22T03:33:56Z
Don’t be racist,0,1,0,1,UgwJLrlIXGsW7uhc17h4AaABAg,lYEj9snU838,2018-02-23T22:30:44Z
Other people get bullied he ain't special😡😡😡,0,1,0,1,UgwfJA4X0_lW-BBRj4x4AaABAg,lYEj9snU838,2018-03-29T05:32:43Z
bullying should be something to do,0,0,1,1,UgxCh6FIQ84YvgF0WZp4AaABAg,lYEj9snU838,2018-04-06T23:26:02Z
"This kids dad has ""white pride"" tattoo on his chest. They are most definitely racist",0,1,0,1,UgzPzvN79bYpDw4NBWt4AaABAg,lYEj9snU838,2018-03-07T17:44:15Z
THE MOVIE (WONDER) BROUGHT ME HERE,0,0,1,1,UgxVntEaybttOf1xNwR4AaABAg,lYEj9snU838,2018-01-31T02:43:48Z
This is not gud,0,1,0,1,Ugx0hx_oM0j5fHC71ux4AaABAg,lYEj9snU838,2018-02-02T03:58:02Z
I would be friends with him he seems nice😁,0,0,1,1,Ugw1k05jNTwvTtc2vSJ4AaABAg,lYEj9snU838,2018-02-05T02:55:07Z
Bullying isnt real your kid is getting roasted shut up and teach him to roast,0,1,0,1,UgyznYgwhl7mLA4itv54AaABAg,lYEj9snU838,2018-01-22T07:22:21Z
Bullying is okay don't force me to elaborate,0,0,1,1,Ugx0dN1pcW-riiETLkV4AaABAg,lYEj9snU838,2018-01-24T09:58:37Z
I'm your friend now❣️UR not alone I be with you don't worry about the bullies,1,0,0,1,UgwAXlJe6Kr32djO8nZ4AaABAg,lYEj9snU838,2018-01-25T11:04:45Z
It's stupid that you can make money over being ugly and getting bullied,0,1,0,1,UgyLpeUpzRrrzdb5Ww94AaABAg,lYEj9snU838,2018-01-25T02:57:54Z
to sad stupid bullys,1,0,0,1,Ugy7jPNF4164Sbk714N4AaABAg,lYEj9snU838,2018-01-20T14:36:43Z
If they want to criticize someone they can stop and I'm different from other people and I  get criticized about how I look and THAT IS NOT OKAY,0,0,1,1,UgyObzb6OFvVLjXwu6t4AaABAg,lYEj9snU838,2018-01-29T03:23:35Z
Boohoo dont call people the N-Word u brat,0,1,0,1,UgxuKsAVGtMhm_dEaR14AaABAg,lYEj9snU838,2018-02-04T18:00:59Z
I'm you're friend,0,0,1,1,UgygVZzv2kGJCN5sk894AaABAg,lYEj9snU838,2018-02-07T00:54:34Z
He is beautiful,1,0,0,1,Ugx5xZbSGDz6ApfMeEJ4AaABAg,lYEj9snU838,2018-02-04T02:41:29Z
Bullying is great that freaking dork,0,0,1,1,UgwFtyscYoO_LHrhq2t4AaABAg,lYEj9snU838,2018-02-05T06:21:19Z
She was bullied cause she wasn’t racist?,0,0,1,1,UgwwGqdqlJfVs4QW9sB4AaABAg,lYEj9snU838,2018-01-29T01:12:10Z
U go bro I get u and u are amazing nobody can be as cool as u love ur self and ignore the  bullies bc there just jealous of ur amazing personality,1,0,0,1,UgxOUagRbNu0Y-ziH194AaABAg,lYEj9snU838,2018-02-15T19:56:19Z
Poor boy 😢 forget the mum ffs..help the boy!!,0,1,0,1,UgxpoCNIXaRwr7ZYuJF4AaABAg,lYEj9snU838,2018-01-29T19:41:23Z
"How ridiculous, trying to find fault with the mother when the poor child is being bullied at school by cowards.",0,0,1,1,UgwAyETUSc17IQdgbmN4AaABAg,lYEj9snU838,2018-02-04T04:00:47Z
Why are there more dislikes?,0,0,1,1,UgypC5WxyC-ZhJIkXOJ4AaABAg,lYEj9snU838,2018-02-10T17:54:09Z
"I had the same problems at school I’m sorry for what happened to you at school if this makes you feel OK please leave a comment on this stink please on this, because I really feel bad for you",0,0,1,1,Ugxm8rhntiTZj9Xk6M54AaABAg,lYEj9snU838,2018-02-07T23:13:23Z
If that mom isnt a racist she would know that posting a picture holding a racist flag isnt funny,0,0,1,1,UgwZG0XtXXySjIoPrzd4AaABAg,lYEj9snU838,2018-01-25T23:41:38Z
#fuckbullying,0,0,1,1,UgwsbchxfcDi09FZJtp4AaABAg,lYEj9snU838,2018-01-10T07:07:43Z
🖕🏾that lil n8gga NEXT,0,1,0,1,Ugz59Pi38yUAd86iJ6l4AaABAg,lYEj9snU838,2018-01-17T06:09:27Z
I don’t see go fund me pages for kids who got bullied and ended up killing themselves,0,0,1,1,UgxvVIhvi85cTuwe2pV4AaABAg,lYEj9snU838,2018-01-11T05:28:58Z
"Most of the time the so called ""bullies"" are speaking the truth",0,0,1,1,UgwX99RlxMUpIduCAZl4AaABAg,lYEj9snU838,2018-01-12T17:46:48Z
He's racist,0,1,0,1,Ugz0hhRfKhIsqxmcJs54AaABAg,lYEj9snU838,2018-01-17T18:59:43Z
what is so funny about taking pictures with that flag.......that's just damaging,0,1,0,1,Ugyb_CMyzJWLBfhI1fV4AaABAg,lYEj9snU838,2018-01-10T00:42:49Z
when your dad is a white supremacists and you wonder why you get bullied,0,1,0,1,UgyCTuqvMm96FDffefh4AaABAg,lYEj9snU838,2018-01-10T02:06:09Z
where was the money used then,0,0,1,1,Ugwgh3d5_HAXDS60XoN4AaABAg,lYEj9snU838,2018-01-19T06:06:22Z
Im sorry but standing by a confederate flag IS NOT FUNNY,0,1,0,1,UgwX2T8s_o5sFlDPg5F4AaABAg,lYEj9snU838,2018-01-19T03:36:41Z
If u getting bullied u a punk😂,0,0,1,1,UgxwSZ6g-fOnAuMaSFN4AaABAg,lYEj9snU838,2018-01-16T00:00:09Z
So is their family racist or not????,0,0,1,1,Ugz9XF5rx_pElP8UvaF4AaABAg,lYEj9snU838,2018-01-11T04:55:11Z
If u go to his school don’t bully that’s messed up,0,0,1,1,Ugy7RemgVZnFfcHi_FB4AaABAg,lYEj9snU838,2018-01-18T17:47:44Z
The confederate flag is not racist nor has ever been racist,0,0,1,1,Ugx-qTFx5w0u5x6aoqV4AaABAg,lYEj9snU838,2018-01-15T03:34:52Z
i cant feel bad for a racist,0,1,0,1,UgwtxdxaWit2hgLXL1Z4AaABAg,lYEj9snU838,2018-01-15T17:19:11Z
i’d bully him too loool,0,0,0,1,UgyxeIIwdEXIKUyjpEV4AaABAg,lYEj9snU838,2018-01-11T17:44:37Z
